pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
SL,5/18/2024,72.2,-4.33,2.27,668800,643256,field_out,hit_into_play,9.0,R,R,X,5.0,ground_ball,2,1,1.52,1.14,0.65,2.03,,,,2,7,Bot,107.88,160.3,7.294822382,-104.6740268,5.24180516,9.564666318,21.11582825,-25.31164591,3.29,1.52,24.0,78.0,-3.0,71.6,2538.0,6.5,745013,54.0,0.083,0.081,0.0,1.0,0.0,0.0,2.0,55,4,Slider,1,2,1,2,2,1,1,2,Standard,Standard,103.0,-0.023,-0.117,66.3,7.3,0.083,0.117,88.0,-1,-1,0.27,0.27,33,29,34,29,1,2,5.0,6.0,2.0,5.0,3.34,-1.52,-1.52,-22.8
SL,5/18/2024,72.3,-4.24,2.21,668800,643256,,ball,13.0,R,R,B,,,1,1,1.43,1.11,-1.85,1.93,,,,2,7,Bot,,,2.328494545,-105.0986154,5.145036657,10.01487715,20.30695663,-25.27056709,3.15,1.36,,,,72.3,2435.0,6.7,745013,53.83,,,,,,,,55,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard,107.0,0.0,0.023,,,,-0.023,,-1,-1,0.27,0.27,33,29,34,29,1,2,5.0,6.0,2.0,5.0,3.31,-1.43,-1.43,-24.1
SI,5/18/2024,84.4,-4.13,2.27,668800,643256,,foul,12.0,R,R,S,,,1,0,-0.81,-0.07,0.06,3.56,,,,2,7,Bot,,,11.38473489,-121.9325011,9.719932254,-10.3812782,25.38130479,-35.31489695,3.29,1.52,83.0,72.4,14.0,84.3,2168.0,6.8,745013,53.73,,,,,,,,55,2,Sinker,1,2,1,2,2,1,1,2,Standard,Standard,268.0,0.0,-0.02,63.7,5.4,,0.02,88.0,-1,-1,0.27,0.27,33,29,34,29,1,2,5.0,6.0,2.0,5.0,3.33,0.81,0.81,-23.7
SI,5/18/2024,84.7,-4.28,2.31,668800,643256,,ball,13.0,R,R,B,,,0,0,-1.02,-0.32,-2.12,1.49,,,,2,7,Bot,,,7.093943979,-122.9982182,5.168967488,-11.81607412,26.58032169,-36.78611387,3.11,1.5,,,,84.5,2122.0,6.5,745013,54.04,,,,,,,,55,1,Sinker,1,2,1,2,2,1,1,2,Standard,Standard,267.0,0.0,0.015,,,,-0.015,,-1,-1,0.27,0.27,33,29,34,29,1,2,5.0,6.0,2.0,5.0,3.53,1.02,1.02,-23.0
FF,5/23/2024,95.8,-1.98,5.38,668800,554430,force_out,hit_into_play,5.0,R,R,X,6.0,ground_ball,0,0,-0.88,1.32,0.22,2.5,,,663993.0,2,5,Top,115.64,140.07,7.960111719,-139.3322788,-5.109799586,-13.19825498,28.78036035,-14.00385636,3.29,1.51,21.0,95.7,-6.0,97.9,2461.0,7.3,745573,53.16,0.246,0.209,0.0,1.0,0.0,0.0,2.0,40,1,4-Seam Fastball,4,1,1,4,1,4,1,4,Standard,Standard,229.0,0.021,-0.228,72.5,6.7,0.267,0.228,95.7,3,-3,0.871,0.129,34,29,34,29,2,1,6.0,5.0,5.0,9.0,1.15,0.88,0.88,24.1
FS,5/23/2024,86.8,-2.15,5.37,668800,554430,strikeout,swinging_strike,13.0,R,R,S,2.0,,2,2,-1.14,0.61,-0.3,1.35,,,,0,3,Top,,,6.903905093,-126.2477871,-4.760923173,-13.61858572,25.68472579,-24.85616056,3.29,1.51,,,,88.5,1525.0,7.4,745573,53.1,,0.0,0.0,1.0,0.0,0.0,,19,6,Split-Finger,0,1,1,0,1,0,1,0,Standard,Standard,237.0,0.021,-0.203,68.7,8.8,,0.203,,-1,1,0.383,0.617,34,29,34,29,1,0,6.0,5.0,5.0,9.0,2.42,1.14,1.14,24.8
CU,5/23/2024,81.9,-2.09,5.41,668800,554430,,ball,14.0,R,R,B,,,1,2,0.83,-1.04,0.83,-0.13,,,,0,3,Top,,,5.073868384,-119.1544805,-3.930145309,6.816408109,24.49099912,-41.40687818,3.28,1.53,,,,82.8,2839.0,7.0,745573,53.45,,,,,,,,19,5,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,51.0,0.0,0.036,,,,-0.036,,-1,1,0.383,0.617,34,29,34,29,1,0,6.0,5.0,5.0,9.0,4.46,-0.83,-0.83,26.5
FF,5/23/2024,95.9,-2.11,5.37,668800,554430,,foul,12.0,R,R,S,,,1,2,-0.81,1.2,0.02,3.78,,,,0,3,Top,,,7.595710389,-139.4010999,-1.304214052,-12.32142942,33.10412589,-16.44230661,3.29,1.51,210.0,92.3,59.0,97.3,2429.0,7.3,745573,53.21,,,,,,,,19,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,231.0,0.0,0.0,66.4,5.8,,0.0,92.3,-1,1,0.383,0.617,34,29,34,29,1,0,6.0,5.0,5.0,9.0,1.29,0.81,0.81,25.4
CU,5/23/2024,82.0,-2.22,5.49,668800,554430,,ball,14.0,R,R,B,,,0,2,0.72,-0.9,1.06,-0.22,,,,0,3,Top,,,6.090276584,-119.3039662,-4.660057048,5.761862546,22.42330721,-40.13927361,3.27,1.53,,,,83.2,2753.0,7.0,745573,53.48,,,,,,,,19,3,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,50.0,0.0,0.021,,,,-0.021,,-1,1,0.383,0.617,34,29,34,29,1,0,6.0,5.0,5.0,9.0,4.29,-0.72,-0.72,24.3
CU,5/23/2024,83.0,-2.14,5.51,668800,554430,,swinging_strike,14.0,R,R,S,,,0,1,0.69,-0.85,1.89,0.13,,,,0,3,Top,,,7.963676565,-120.6074091,-4.19784459,5.1542225,23.53846049,-39.80416456,3.29,1.51,,,,83.9,2703.0,7.0,745573,53.5,,,,,,,,19,2,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,51.0,0.0,-0.049,30.2,6.8,,0.049,,-1,1,0.383,0.617,34,29,34,29,1,0,6.0,5.0,5.0,9.0,4.17,-0.69,-0.69,26.1
FF,5/23/2024,95.8,-2.03,5.53,668800,554430,,foul,6.0,R,R,S,,,0,0,-0.76,1.3,0.82,2.29,,,,0,3,Top,,,9.428009068,-139.130166,-5.963344815,-11.9557218,30.71241901,-14.14499894,3.29,1.51,,,,97.5,2347.0,7.3,745573,53.18,,,,,,,,19,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,227.0,0.0,-0.033,73.3,6.8,,0.033,,-1,1,0.383,0.617,34,29,34,29,1,0,6.0,5.0,5.0,9.0,1.19,0.76,0.76,26.8
CH,6/1/2024,87.3,2.91,5.47,668800,677960,strikeout,swinging_strike_blocked,13.0,R,L,S,2.0,,1,2,1.49,-0.1,-0.02,0.56,,,,2,6,Top,,,-9.985052311,-126.527296,-5.255384034,18.18176039,30.20889926,-32.15733319,3.27,1.5,,,,85.6,1950.0,5.8,746062,54.7,,0.0,0.0,1.0,0.0,0.0,,47,4,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,114.0,0.003,-0.069,69.4,8.6,,0.069,,-4,4,0.085,0.915,24,29,25,29,3,2,6.0,9.0,6.0,7.0,3.16,1.49,-1.49,29.2
CH,6/1/2024,84.8,2.98,5.51,668800,677960,,called_strike,12.0,R,L,S,,,1,1,1.31,0.11,0.91,3.07,,,,2,6,Top,,,-7.332332043,-123.2214329,0.476094714,14.80553117,26.99579232,-31.39482931,3.2,1.46,,,,83.4,2000.0,5.7,746062,54.81,,,,,,,,47,3,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,117.0,0.0,-0.025,,,,0.025,,-4,4,0.085,0.915,24,29,25,29,3,2,6.0,9.0,6.0,7.0,3.09,1.31,-1.31,31.3
CH,6/1/2024,86.0,2.96,5.43,668800,677960,,ball,14.0,R,L,B,,,0,1,1.25,-0.11,1.36,1.48,,,,2,6,Top,,,-6.274253568,-124.9966834,-2.817698461,14.4277046,28.1393536,-32.8627113,3.26,1.51,,,,84.7,1774.0,5.8,746062,54.74,,,,,,,,47,2,Changeup,0,4,4,0,4,0,4,0,Standard,Standard,112.0,0.0,0.011,,,,-0.011,,-4,4,0.085,0.915,24,29,25,29,3,2,6.0,9.0,6.0,7.0,3.22,1.25,-1.25,30.1
SI,6/1/2024,94.1,2.94,5.54,668800,677960,,foul,14.0,R,L,S,,,0,0,1.45,0.85,1.15,1.73,,,,2,6,Top,,,-7.767564068,-136.695132,-5.927921062,19.88011133,32.93753732,-20.34457451,3.27,1.5,141.0,75.9,13.0,92.7,2315.0,5.7,746062,54.75,,,,,,,,47,1,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,131.0,0.0,-0.016,72.1,6.8,,0.016,88.0,-4,4,0.085,0.915,24,29,25,29,3,2,6.0,9.0,6.0,7.0,1.75,1.45,-1.45,31.9
CH,6/1/2024,86.4,3.08,5.53,668800,677960,sac_fly,hit_into_play,12.0,R,L,X,9.0,fly_ball,0,0,1.0,0.41,1.15,2.8,669701.0,,,1,4,Top,196.59,111.69,-6.555744279,-125.58048,-1.062093213,11.97867824,27.32129991,-27.81065391,3.27,1.5,277.0,87.7,46.0,85.2,1624.0,5.8,746062,54.75,0.001,0.0,0.0,1.0,0.0,0.0,3.0,32,1,Changeup,0,3,3,0,4,0,4,0,Strategic,Standard,118.0,-0.017,-0.144,74.6,7.1,0.001,0.144,88.0,-3,3,0.145,0.855,24,29,25,29,2,1,6.0,9.0,6.0,7.0,2.66,1.0,-1.0,30.3
FF,6/1/2024,94.3,2.64,5.89,668800,677960,single,hit_into_play,5.0,R,L,X,7.0,line_drive,1,1,0.89,1.3,-0.19,2.7,,,,0,3,Top,63.75,91.95,-9.182724958,-136.8771109,-5.372999171,13.34071871,32.84349783,-14.77610411,3.27,1.5,181.0,105.9,11.0,92.7,2308.0,5.6,746062,54.85,0.954,0.969,0.9,1.0,1.0,0.0,4.0,18,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,134.0,-0.04,0.413,72.6,6.8,1.262,-0.413,105.9,0,0,0.5,0.5,24,29,25,29,1,0,6.0,9.0,6.0,7.0,1.29,0.89,-0.89,39.9
CH,6/1/2024,85.0,2.91,5.6,668800,677960,,foul,5.0,R,L,S,,,1,0,1.4,0.32,-0.05,2.58,,,,0,3,Top,,,-9.613976683,-123.4118451,-1.309103752,16.29690228,26.17264552,-28.91511112,3.27,1.5,287.0,88.2,23.0,83.8,1842.0,5.8,746062,54.72,,,,,,,,18,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,116.0,0.0,-0.044,77.0,7.9,,0.044,88.2,0,0,0.5,0.5,24,29,25,29,1,0,6.0,9.0,6.0,7.0,2.87,1.4,-1.4,32.3
SI,6/1/2024,93.3,2.91,5.75,668800,677960,,ball,7.0,R,L,B,,,0,0,1.46,1.1,-0.32,1.46,,,,0,3,Top,,,-11.33804928,-135.1682028,-7.521461668,20.4267592,31.08729509,-17.11481002,3.32,1.56,,,,91.6,2430.0,5.6,746062,54.86,,,,,,,,18,1,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,132.0,0.0,0.034,,,,-0.034,,0,0,0.5,0.5,24,29,25,29,1,0,6.0,9.0,6.0,7.0,1.55,1.46,-1.46,33.8
FF,6/1/2024,95.8,-1.43,5.78,668800,623211,strikeout,foul_tip,2.0,R,R,S,2.0,,1,2,-0.55,1.41,-0.07,3.03,,,665750.0,2,8,Top,,,4.776497399,-139.2849124,-4.724399559,-8.298896922,35.0474229,-13.0173446,3.27,1.5,,,,94.4,2270.0,5.8,746062,54.72,,0.0,0.0,1.0,0.0,0.0,,62,6,4-Seam Fastball,0,5,5,0,5,0,5,0,Standard,Standard,227.0,0.001,-0.165,71.7,6.0,,0.165,,-5,5,0.017,0.983,34,29,35,29,1,3,,9.0,3.0,7.0,1.1,0.55,0.55,40.6
FC,6/1/2024,87.2,-1.63,5.68,668800,623211,,foul,14.0,R,R,S,,,1,2,-0.27,0.51,0.8,0.8,,,665750.0,2,8,Top,,,6.341700454,-126.6971375,-6.475096821,-4.355702794,29.96706391,-25.4184091,3.27,1.5,12.0,67.6,-3.0,86.2,2336.0,6.1,746062,54.4,,,,,,,,62,5,Cutter,0,5,5,0,5,0,5,0,Standard,Standard,226.0,0.0,0.0,68.1,8.1,,0.0,88.0,-5,5,0.017,0.983,34,29,35,29,1,3,,9.0,3.0,7.0,2.53,0.27,0.27,34.2
CH,6/1/2024,88.8,-1.47,5.85,668800,623211,,foul,13.0,R,R,S,,,1,2,-1.24,0.39,-0.25,1.03,,,665750.0,2,8,Top,,,5.561340059,-129.0779353,-6.452788717,-15.06824541,30.38261406,-26.51693016,3.27,1.5,175.0,64.0,39.0,87.8,1607.0,6.0,746062,54.47,,,,,,,,62,4,Changeup,0,5,5,0,5,0,5,0,Standard,Standard,235.0,0.0,0.0,70.8,7.7,,0.0,88.0,-5,5,0.017,0.983,34,29,35,29,1,3,,9.0,3.0,7.0,2.53,1.24,1.24,36.8
FC,6/1/2024,85.7,-1.58,5.68,668800,623211,,ball,14.0,R,R,B,,,0,2,0.53,0.76,1.78,0.93,,,665750.0,2,8,Top,,,6.808540355,-124.2941596,-6.213116992,3.608959096,32.06717713,-23.13798088,3.26,1.43,,,,84.0,2294.0,6.1,746062,54.45,,,,,,,,62,3,Cutter,0,5,5,0,5,0,5,0,Standard,Standard,181.0,0.0,0.023,,,,-0.023,,-5,5,0.017,0.983,34,29,35,29,1,3,,9.0,3.0,7.0,2.44,-0.53,-0.53,35.1
FC,6/1/2024,84.8,-1.64,5.78,668800,623211,,swinging_strike,9.0,R,R,S,,,0,1,0.39,0.43,0.77,1.4,,,665750.0,2,8,Top,,,4.835204488,-123.2632149,-4.597997865,2.699264636,30.83362369,-26.93368105,3.27,1.5,,,,83.7,2334.0,6.2,746062,54.28,,,,,,,,62,2,Cutter,0,5,5,0,5,0,5,0,Standard,Standard,174.0,0.0,-0.046,72.4,8.2,,0.046,,-5,5,0.017,0.983,34,29,35,29,1,3,,9.0,3.0,7.0,2.81,-0.39,-0.39,37.9
CH,6/1/2024,87.1,-1.67,5.82,668800,623211,,foul,13.0,R,R,S,,,0,0,-1.38,-0.01,-0.01,1.24,,,665750.0,2,8,Top,,,6.766799532,-126.5582974,-4.752950412,-16.1946002,27.635032,-31.40670568,3.27,1.5,2.0,55.1,-29.0,86.6,1835.0,6.2,746062,54.31,,,,,,,,62,1,Changeup,0,5,5,0,5,0,5,0,Standard,Standard,237.0,0.0,-0.039,69.7,8.2,,0.039,88.0,-5,5,0.017,0.983,34,29,35,29,1,3,,9.0,3.0,7.0,3.04,1.38,1.38,36.6
SL,6/8/2024,85.2,-2.18,6.16,668800,675921,single,hit_into_play,14.0,R,R,X,1.0,ground_ball,0,2,0.6,0.11,1.7,1.55,,,,1,5,Bot,123.49,196.12,7.946028636,-123.6700224,-4.644099668,4.226024129,28.44451184,-30.20333301,3.26,1.49,0.0,47.3,-75.0,85.0,2209.0,6.7,745001,53.83,0.177,0.144,0.9,1.0,1.0,0.0,1.0,37,3,Slider,1,3,1,3,3,1,1,3,Strategic,Standard,142.0,0.036,0.325,48.7,7.3,0.184,-0.325,88.0,-2,-2,0.246,0.246,27,29,28,29,2,1,5.0,7.0,6.0,6.0,3.09,-0.6,-0.6,45.3
FF,6/8/2024,93.1,-2.25,6.09,668800,675921,,foul_tip,2.0,R,R,S,,,0,1,-0.58,1.35,0.05,2.94,,,,1,5,Bot,,,7.21744349,-135.225526,-5.22601193,-8.790963375,32.16225365,-14.6369683,3.26,1.49,,,,93.2,2155.0,6.6,745001,53.87,,,,,,,,37,2,4-Seam Fastball,1,3,1,3,3,1,1,3,Strategic,Standard,209.0,0.0,-0.036,70.6,5.9,,0.036,,-2,-2,0.246,0.246,27,29,28,29,2,1,5.0,7.0,6.0,6.0,1.31,0.58,0.58,43.8
FF,6/8/2024,93.4,-2.2,6.1,668800,675921,,foul,6.0,R,R,S,,,0,0,-0.52,1.37,0.32,2.24,,,,1,5,Bot,,,7.68025159,-135.7070447,-7.222969261,-8.114594843,30.70840573,-13.78273819,3.26,1.49,229.0,74.9,28.0,93.8,2058.0,6.7,745001,53.83,,,,,,,,37,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Strategic,Standard,209.0,0.0,-0.023,68.7,5.7,,0.023,88.0,-2,-2,0.246,0.246,27,29,28,29,2,1,5.0,7.0,6.0,6.0,1.26,0.52,0.52,44.6
FF,6/8/2024,94.1,-2.28,6.11,668800,675921,strikeout,called_strike,3.0,R,R,S,2.0,,0,2,-0.65,1.42,0.5,3.14,,,665750.0,2,2,Bot,,,8.710224634,-136.7074594,-5.129448964,-10.18268237,32.22157063,-13.41011458,3.32,1.5,,,,94.3,2127.0,6.7,745001,53.82,,0.0,0.0,1.0,0.0,0.0,,17,3,4-Seam Fastball,1,1,1,1,1,1,1,1,Strategic,Standard,211.0,-0.024,-0.143,,,,0.143,,0,0,0.524,0.524,27,29,28,29,1,0,5.0,7.0,6.0,6.0,1.18,0.65,0.65,41.8
SL,6/8/2024,85.8,-2.28,6.26,668800,675921,,foul,5.0,R,R,S,,,0,1,0.55,0.29,0.26,2.59,,,665750.0,2,2,Bot,,,4.889465677,-124.827003,-2.954491057,4.608132222,28.38966483,-28.68491389,3.26,1.49,266.0,82.1,34.0,85.5,2101.0,6.4,745001,54.12,,,,,,,,17,2,Slider,1,1,1,1,1,1,1,1,Strategic,Standard,163.0,0.0,-0.046,66.2,5.7,,0.046,88.0,0,0,0.524,0.524,27,29,28,29,1,0,5.0,7.0,6.0,6.0,2.84,-0.55,-0.55,44.1
SL,6/8/2024,85.9,-2.22,6.2,668800,675921,,foul,8.0,R,R,S,,,0,0,0.27,0.79,0.14,1.77,,,665750.0,2,2,Bot,,,5.060065164,-124.8324394,-5.767015678,1.674434867,27.73003922,-22.88288032,3.26,1.49,158.0,76.2,63.0,85.8,2051.0,6.6,745001,53.94,,,,,,,,17,1,Slider,1,1,1,1,1,1,1,1,Strategic,Standard,182.0,0.0,-0.039,75.9,7.3,,0.039,88.0,0,0,0.524,0.524,27,29,28,29,1,0,5.0,7.0,6.0,6.0,2.33,-0.27,-0.27,42.1
SL,6/8/2024,84.4,-3.21,5.19,668800,676254,field_out,hit_into_play,12.0,R,R,X,8.0,fly_ball,0,2,1.1,0.42,1.05,2.71,,,,2,7,Bot,134.65,60.16,7.650932682,-122.612119,-0.135758103,9.232514974,28.24435746,-28.23235874,3.26,1.49,344.0,92.1,31.0,83.2,2590.0,6.0,745001,54.53,0.069,0.098,0.0,1.0,0.0,0.0,3.0,56,3,Slider,1,3,1,3,3,1,1,3,Strategic,Standard,63.0,-0.015,-0.061,67.7,7.4,0.186,0.061,92.1,-2,-2,0.145,0.145,28,29,29,29,1,2,3.0,7.0,2.0,6.0,2.84,-1.1,-1.1,18.8
SL,6/8/2024,83.6,-3.45,5.17,668800,676254,,swinging_strike,12.0,R,R,S,,,0,1,1.01,0.43,0.88,2.52,,,,2,7,Bot,,,7.928008549,-121.4380187,-0.393451695,8.014522689,27.74485185,-28.15342279,3.26,1.49,,,,82.4,2615.0,6.0,745001,54.5,,,,,,,,56,2,Slider,1,3,1,3,3,1,1,3,Strategic,Standard,75.0,0.0,-0.022,68.1,8.1,,0.022,,-2,-2,0.145,0.145,28,29,29,29,1,2,3.0,7.0,2.0,6.0,2.89,-1.01,-1.01,18.2
SL,6/8/2024,84.2,-3.5,5.18,668800,676254,,foul,6.0,R,R,S,,,0,0,1.11,0.46,0.34,2.56,,,,2,7,Bot,,,6.645280209,-122.4576641,-0.599992038,9.808009118,24.93749963,-27.61407073,3.26,1.49,142.0,70.1,15.0,83.4,2561.0,5.9,745001,54.63,,,,,,,,56,1,Slider,1,3,1,3,3,1,1,3,Strategic,Standard,71.0,0.0,-0.016,61.9,7.4,,0.016,88.0,-2,-2,0.145,0.145,28,29,29,29,1,2,3.0,7.0,2.0,6.0,2.76,-1.11,-1.11,16.3
SL,6/14/2024,88.0,-2.49,4.71,668800,622491,field_out,hit_into_play,9.0,R,R,X,3.0,popup,0,2,-0.13,0.54,0.69,1.85,,,,0,5,Top,184.06,169.3,7.855298071,-128.0703023,-1.999582961,-2.94302304,23.71191188,-26.02156071,3.26,1.49,161.0,72.1,58.0,87.0,2175.0,5.4,745247,55.07,0.037,0.035,0.0,1.0,0.0,0.0,3.0,37,3,Slider,3,2,2,3,2,3,2,3,Standard,Standard,248.0,0.032,-0.146,73.0,7.4,0.044,0.146,88.0,1,-1,0.644,0.356,31,29,32,29,2,1,6.0,6.0,6.0,1.0,2.38,0.13,0.13,12.8
SL,6/14/2024,85.1,-2.54,4.86,668800,622491,,called_strike,7.0,R,R,S,,,0,1,-0.06,0.23,-0.42,1.51,,,,0,5,Top,,,4.991354332,-124.0490715,-2.085736025,-1.463575326,21.48866857,-29.64469452,3.25,1.53,,,,84.0,2187.0,5.2,745247,55.32,,,,,,,,37,2,Slider,3,2,2,3,2,3,2,3,Standard,Standard,273.0,0.0,-0.049,,,,0.049,,1,-1,0.644,0.356,31,29,32,29,2,1,6.0,6.0,6.0,1.0,2.88,0.06,0.06,12.9
SI,6/14/2024,91.9,-2.39,4.9,668800,622491,,foul,11.0,R,R,S,,,0,0,-1.64,0.12,-1.46,2.42,,,,0,5,Top,,,5.783843627,-133.7714377,-0.706424304,-20.98645135,29.16664017,-30.76605099,3.26,1.49,3.0,67.6,-35.0,90.1,1925.0,5.2,745247,55.34,,,,,,,,37,1,Sinker,3,2,2,3,2,3,2,3,Standard,Standard,240.0,0.0,-0.033,69.3,6.6,,0.033,88.0,1,-1,0.644,0.356,31,29,32,29,2,1,6.0,6.0,6.0,1.0,2.58,1.64,1.64,10.5
FF,6/14/2024,95.3,-2.31,5.1,668800,622491,strikeout,swinging_strike,11.0,R,R,S,2.0,,2,2,-1.32,1.05,-0.52,3.51,,,,1,2,Top,,,7.566693383,-138.6141633,-0.902991704,-18.68525639,30.20836923,-18.61313397,3.26,1.49,,,,94.2,2037.0,5.6,745247,54.87,,0.0,0.0,1.0,0.0,0.0,,13,7,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,236.0,0.017,-0.142,66.6,5.5,,0.142,,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,1.46,1.32,1.32,18.5
FF,6/14/2024,95.3,-2.09,5.11,668800,622491,,foul,12.0,R,R,S,,,2,2,-1.09,0.99,0.24,4.01,,,,1,2,Top,,,8.631833611,-138.5686199,0.571848297,-16.02520426,32.04343053,-19.84033478,3.26,1.49,243.0,86.9,55.0,95.8,1987.0,6.7,745247,53.79,,,,,,,,13,6,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,237.0,0.0,0.0,68.0,5.4,,0.0,88.0,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,1.53,1.09,1.09,17.3
SL,6/14/2024,87.0,-2.39,4.77,668800,622491,,ball,14.0,R,R,B,,,1,2,-0.13,0.35,1.82,1.69,,,,1,2,Top,,,10.20596039,-126.3871809,-1.954274964,-3.386593613,24.06004631,-28.22315142,3.23,1.4,,,,85.9,2232.0,5.5,745247,54.97,,,,,,,,13,5,Slider,2,2,2,2,2,2,2,2,Standard,Standard,249.0,0.0,0.027,,,,-0.027,,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,2.66,0.13,0.13,12.6
FF,6/14/2024,94.5,-2.21,5.06,668800,622491,,foul,12.0,R,R,S,,,1,2,-0.93,1.0,0.26,3.86,,,,1,2,Top,,,8.335003149,-137.3760889,0.337322959,-13.63292472,30.97905956,-19.88472345,3.26,1.49,207.0,80.7,19.0,92.6,2048.0,5.3,745247,55.22,,,,,,,,13,4,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,238.0,0.0,0.0,62.5,5.4,,0.0,88.0,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,1.57,0.93,0.93,16.0
FF,6/14/2024,95.0,-2.31,5.03,668800,622491,,ball,12.0,R,R,B,,,0,2,-1.06,1.04,1.22,3.0,,,,1,2,Top,,,11.36507079,-137.8596014,-1.935228256,-16.06238489,31.94885353,-18.6841036,3.17,1.54,,,,92.9,2208.0,5.3,745247,55.18,,,,,,,,13,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,241.0,0.0,0.013,,,,-0.013,,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,1.51,1.06,1.06,19.2
FF,6/14/2024,94.5,-2.37,5.11,668800,622491,,called_strike,12.0,R,R,S,,,0,1,-1.05,1.15,0.94,3.07,,,,1,2,Top,,,10.71809542,-137.1946035,-2.111348908,-15.62805805,31.07754565,-17.45214356,3.23,1.51,,,,92.5,2200.0,5.3,745247,55.23,,,,,,,,13,2,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,238.0,0.0,-0.036,,,,0.036,,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,1.42,1.05,1.05,17.2
SI,6/14/2024,93.0,-2.54,4.96,668800,622491,,foul,1.0,R,R,S,,,0,0,-1.6,0.42,-0.52,3.19,,,,1,2,Top,,,8.459450231,-135.1319422,0.322731668,-21.430869,30.78482272,-27.30656969,3.26,1.49,143.0,73.4,12.0,90.7,1965.0,5.0,745247,55.46,,,,,,,,13,1,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,247.0,0.0,-0.023,51.8,4.7,,0.023,88.0,0,0,0.523,0.477,31,29,32,29,1,0,6.0,6.0,6.0,1.0,2.23,1.6,1.6,11.8
KC,6/14/2024,87.8,-1.71,6.1,668800,657508,field_out,hit_into_play,9.0,R,R,X,4.0,ground_ball,0,1,0.09,-0.98,0.6,1.91,,,,2,7,Top,140.5,138.9,5.436319982,-127.7640664,-1.972311527,-0.183085149,26.91310047,-42.74081884,3.26,1.49,10.0,98.4,-10.0,88.0,2261.0,6.5,745247,54.02,0.246,0.203,0.0,1.0,0.0,0.0,2.0,53,2,Knuckle Curve,3,2,2,3,2,3,2,3,Standard,Standard,26.0,0.02,-0.083,68.6,6.6,0.293,0.083,98.4,1,-1,0.774,0.226,28,29,29,29,1,2,2.0,6.0,5.0,1.0,3.95,-0.09,-0.09,51.0
FF,6/14/2024,97.4,-1.36,6.17,668800,657508,,foul,12.0,R,R,S,,,0,0,-0.51,1.51,0.84,2.58,,,,2,7,Top,,,7.135506373,-141.5338055,-7.669496364,-8.416596102,31.54454749,-10.2451286,3.26,1.49,,,,98.2,2181.0,6.7,745247,53.76,,,,,,,,53,1,4-Seam Fastball,3,2,2,3,2,3,2,3,Standard,Standard,210.0,0.0,-0.016,71.4,6.4,,0.016,,1,-1,0.774,0.226,28,29,29,29,1,2,2.0,6.0,5.0,1.0,0.89,0.51,0.51,54.5
